link	id	title	author	nsfw	genre	size	tags	images	text	rating	timestamp	price	manifest_info
https://friskybishop.itch.io/kinpunvr	747947	Gold Paint   VR		nsfw	Simulation	282 MB	Adult, Erotic, fetish, gold, Hentai, Virtual Reality (VR), vive	https://img.itch.zone/aW1nLzQxNzI1NDIucG5n/315x250%23c/mbV4DT.png,https://img.itch.zone/aW1hZ2UvNzQ3OTQ3LzQxNzI1NTcuanBn/347x500/flbzCN.jpg,https://img.itch.zone/aW1hZ2UvNzQ3OTQ3LzQxNzI1NTUuanBn/347x500/ljFXAG.jpg,https://img.itch.zone/aW1hZ2UvNzQ3OTQ3LzQxNzI1NTMuanBn/347x500/cn2mi0.jpg,https://img.itch.zone/aW1hZ2UvNzQ3OTQ3LzQxNzI1NTQuanBn/347x500/nXWVxE.jpg,https://img.itch.zone/aW1hZ2UvNzQ3OTQ3LzQxNzI1NTYuanBn/347x500/PvRIoi.jpg,https://img.itch.zone/aW1hZ2UvNzQ3OTQ3LzQxNzI1NTguanBn/347x500/FKVf9i.jpg	Pose & paint a voluptuous teacher with gold paint! Playable on Vive, Oculus Quest/Go, Daydream & PC	-	1603131360	$5.25	-
https://soaringroc.itch.io/lets-go-chopping	730608	Lets Go Chopping!	soaringroc	nsfw	Action	292 MB	First-Person, Physics, shopping, Singleplayer, Virtual Reality (VR), Zombies	https://img.itch.zone/aW1nLzQxNDkwMzgucG5n/315x250%23c/LGVTmi.png,https://img.itch.zone/aW1hZ2UvNzMwNjA4LzQxNjA2MjcucG5n/347x500/kDlWgI.png,https://img.itch.zone/aW1hZ2UvNzMwNjA4LzQxNjA2MjYucG5n/347x500/fe1iZc.png,https://img.itch.zone/aW1hZ2UvNzMwNjA4LzQxNjA2MjgucG5n/347x500/VhA9Qt.png,https://img.itch.zone/aW1hZ2UvNzMwNjA4LzQxNjA2MjUucG5n/347x500/kaGzbS.png	Gear up for epic chopping sprees in this physics-based combat VR shopping experience!	-	1602251820	$3	-
https://interhaptics.itch.io/interaction-demonstrator	746249	HAND-TRACKING INTERACTION DEMONSTRATOR for Oculus Quest (VR)	Interhaptics	-	Simulation	101 MB	finger-tracking, handtracking, hand-tracking, interactions, oculus, Oculus Quest, quest, quest-game, Virtual Reality (VR)	https://img.itch.zone/aW1nLzQxNjI1MTUuanBn/315x250%23c/36g1%2Fq.jpg,https://img.itch.zone/aW1hZ2UvNzQ2MjQ5LzQxNjIyMDMuanBn/347x500/J93NgX.jpg,https://img.itch.zone/aW1hZ2UvNzQ2MjQ5LzQxNjIyMDUuanBn/347x500/kY7iRZ.jpg,https://img.itch.zone/aW1hZ2UvNzQ2MjQ5LzQxNjIyMTUuanBn/347x500/lSAdKO.jpg,https://img.itch.zone/aW1hZ2UvNzQ2MjQ5LzQxNjIyMDcuanBn/347x500/7J9fck.jpg,https://img.itch.zone/aW1hZ2UvNzQ2MjQ5LzQxNjIyMDYuanBn/347x500/dWVPR5.jpg,https://img.itch.zone/aW1hZ2UvNzQ2MjQ5LzQxNjIyMDkuanBn/347x500/rLWzUc.jpg,https://img.itch.zone/aW1hZ2UvNzQ2MjQ5LzQxNjIyMTAuanBn/347x500/prZ751.jpg,https://img.itch.zone/aW1hZ2UvNzQ2MjQ5LzQxNjIyMTIucG5n/347x500/kSlctB.png,https://img.itch.zone/aW1nLzQxNDEyMzkucG5n/original/XVa5%2F%2F.png	Test several different finger and hand interactions in VR with this demo made with Interhaptics	-	1598964240	-	gear,head,hands
https://kankikuchi.itch.io/chupachupavr	788381	Chupa Chupa VR / VR	kan.kikuchi	-	-	603 MB	3D, android, Anime, Cute, Oculus Quest, Virtual Reality (VR)	https://img.itch.zone/aW1nLzQ0MTMxMjEucG5n/315x250%23c/Lq8EwH.png,https://img.itch.zone/aW1hZ2UvNzg4MzgxLzQ0MTMxMjIuanBn/347x500/U7PBqI.jpg,https://img.itch.zone/aW1hZ2UvNzg4MzgxLzQ0MTMxMjMuanBn/347x500/XGgLWV.jpg,https://img.itch.zone/aW1hZ2UvNzg4MzgxLzQ0MTMxMjQuanBn/347x500/NU4ePF.jpg,https://img.itch.zone/aW1hZ2UvNzg4MzgxLzQ0MTMxMjYuanBn/347x500/huNsJh.jpg,https://img.itch.zone/aW1hZ2UvNzg4MzgxLzQ0MTMxMjUucG5n/347x500/r13O9x.png,https://img.itch.zone/aW1nLzQ0MTMyMDQucG5n/original/7IQAgy.png,https://img.itch.zone/aW1nLzQ0MTMyMDYucG5n/original/r65yrs.png,https://img.itch.zone/aW1nLzQ0MTMyMTEucG5n/original/xkwoFe.png,https://img.itch.zone/aW1nLzQ0MTMyMTMucG5n/original/VoOpLx.png	Cassic stealth licking vr game / VR	-	1603311180	$11.11	-
https://a-pug-in-vr-yt.itch.io/tc01	786017	Jank Cube VR	A Pug In VR YT	-	Puzzle	126 MB	cube-stacker, Cute, development, singledev, Singleplayer, Virtual Reality (VR)	https://img.itch.zone/aW1nLzQ1MDUzODQuanBn/315x250%23c/YWDU78.jpg,https://img.itch.zone/aW1hZ2UvNzg2MDE3LzQ1MDUzODUuanBn/347x500/kDr5FW.jpg,https://img.itch.zone/aW1hZ2UvNzg2MDE3LzQ0MDU5NDcuanBn/347x500/KJEmkv.jpg,https://img.itch.zone/aW1hZ2UvNzg2MDE3LzQ0MDU5NTEuanBn/347x500/mK%2Fjb9.jpg,https://img.itch.zone/aW1hZ2UvNzg2MDE3LzQ0MTAxMTcucG5n/347x500/VvDRVl.png,https://img.itch.zone/aW1hZ2UvNzg2MDE3LzQ0MTEwMjQuanBn/347x500/m%2B89sa.jpg,https://img.itch.zone/aW1hZ2UvNzg2MDE3LzQ1MTM0ODgucG5n/347x500/NjQ6Ja.png,https://img.itch.zone/aW1hZ2UvNzg2MDE3LzQ0NDkzODAucG5n/347x500/QqacJq.png,https://img.itch.zone/aW1hZ2UvNzg2MDE3LzQ1MDI5MTYuanBn/347x500/wwyjLz.jpg,https://img.itch.zone/aW1hZ2UvNzg2MDE3LzQ1MDkxNTYuanBn/347x500/lcZ%2FVH.jpg	The First Test Chamber Of WarpShine	1.0,1	1604230260	$1.50	-
https://mertbbicak.itch.io/hit-the-stars-demo	721235	Hit The Stars Demo (SideQuest)	mertbbicak	-	Rhythm	99 MB	beats, drums, Oculus Quest, quest, Virtual Reality (VR)	https://img.itch.zone/aW1nLzQwMTIyMjUucG5n/315x250%23c/mv5YUh.png,https://img.itch.zone/aW1hZ2UvNzIxMjM1LzM5OTg5NDcucG5n/347x500/DO%2BmuL.png,https://img.itch.zone/aW1hZ2UvNzIxMjM1LzM5OTkwNzMucG5n/347x500/JemNVy.png,https://img.itch.zone/aW1hZ2UvNzIxMjM1LzM5OTkwNzQucG5n/347x500/TW6TFZ.png,https://img.itch.zone/aW1hZ2UvNzIxMjM1LzM5OTkwNzUucG5n/347x500/15wWuh.png,https://img.itch.zone/aW1hZ2UvNzIxMjM1LzM5OTkwNzYucG5n/347x500/gJ5EiC.png	VR Drum Game with AI Generated Beats	-	1599220200	-	gear,head
https://gigoiastudios.itch.io/stijl	739220	STIJL Dream	Gigoia Studios	-	Platformer	264 MB	3D, 3D Platformer, artgame, Casual, Experimental, Painting, Relaxing, Virtual Reality (VR), Walking simulator	https://img.itch.zone/aW1nLzQxMjA0MjcuanBn/315x250%23c/xiHK2f.jpg,https://img.itch.zone/aW1hZ2UvNzM5MjIwLzQxMTU5OTguanBlZw==/347x500/qYr8i4.jpeg,https://img.itch.zone/aW1hZ2UvNzM5MjIwLzQxMTU5OTkuanBlZw==/347x500/IUECKE.jpeg,https://img.itch.zone/aW1hZ2UvNzM5MjIwLzQxMTYwMDcuanBlZw==/347x500/ppCqE%2F.jpeg,https://img.itch.zone/aW1hZ2UvNzM5MjIwLzQxMTYwMTguanBlZw==/347x500/iLrTnF.jpeg,https://img.itch.zone/aW1hZ2UvNzM5MjIwLzQxMTYwMjEuanBlZw==/347x500/h6ymem.jpeg,https://img.itch.zone/aW1hZ2UvNzM5MjIwLzQxMTYwMjQuanBlZw==/347x500/NTWBTK.jpeg,https://img.itch.zone/aW1hZ2UvNzM5MjIwLzQxMTYwMjkuanBlZw==/347x500/1hI%2FUz.jpeg,https://img.itch.zone/aW1hZ2UvNzM5MjIwLzQxMjAzNTUuanBn/347x500/dnmJjc.jpg,https://img.itch.zone/aW1hZ2UvNzM5MjIwLzQxMjAzNTguanBn/347x500/jpBLw%2B.jpg	Enter Mondrian and Doesburg Painting Worlds	-	1603827360	$3	-
https://studio8ight.itch.io/greek-philosophy	786182	Greek Philosophy	Studio8ight	-	Educational	571 MB	Oculus Quest, sidequest, Virtual Reality (VR)	https://img.itch.zone/aW1nLzQ0MDA2MjYucG5n/315x250%23c/4xP4Cc.png,https://img.itch.zone/aW1hZ2UvNzg2MTgyLzQ0MDA2NDYucG5n/347x500/h5do4g.png,https://img.itch.zone/aW1hZ2UvNzg2MTgyLzQ0MDA2NDcucG5n/347x500/ycdiFu.png,https://img.itch.zone/aW1hZ2UvNzg2MTgyLzQ0MDA2NDgucG5n/347x500/PlM8YM.png	Ancient Greek Philosophy	-	1602446700	-	gear,head
https://studio8ight.itch.io/grunwald-1410	786166	Grunwald 1410	Studio8ight	-	Educational	681 MB	Oculus Quest, sidequest, Virtual Reality (VR)	https://img.itch.zone/aW1nLzQ0MDA1NDIucG5n/315x250%23c/xKI3cX.png,https://img.itch.zone/aW1hZ2UvNzg2MTY2LzQ0MDA1NzcucG5n/347x500/qzqOtL.png,https://img.itch.zone/aW1hZ2UvNzg2MTY2LzQ0MDA1NzgucG5n/347x500/ev0DNy.png,https://img.itch.zone/aW1hZ2UvNzg2MTY2LzQ0MDA1NzkucG5n/347x500/ikan%2FT.png,https://img.itch.zone/aW1hZ2UvNzg2MTY2LzQ0MDA1ODAucG5n/347x500/GkTnA%2F.png,https://img.itch.zone/aW1hZ2UvNzg2MTY2LzQ0MDA1ODQucG5n/347x500/h2KVNj.png,https://img.itch.zone/aW1hZ2UvNzg2MTY2LzQ0MDA1ODIucG5n/347x500/Vh6Zf0.png,https://img.itch.zone/aW1hZ2UvNzg2MTY2LzQ0MDA1ODMucG5n/347x500/GYxUf3.png,https://img.itch.zone/aW1hZ2UvNzg2MTY2LzQ0MDA1ODcucG5n/347x500/CTRB1R.png,https://img.itch.zone/aW1hZ2UvNzg2MTY2LzQ0MDA1ODEucG5n/347x500/mlUGH5.png	A recollection of the famed battle at Grunwald in 1410 between the Teutonic Order and the Polish-Lithuanian alliance.	-	1602881940	-	gear,head
https://ivanovichgames.itch.io/pangman	726009	Pangman	ivanovichgames	-	Shooter	280 MB	3D, Arcade, Cult Classic, pang, Retro	https://img.itch.zone/aW1nLzQwMjkwMzUuanBn/315x250%23c/4O7hNX.jpg,https://img.itch.zone/aW1hZ2UvNzI2MDA5LzQwMjkwMzYuanBlZw==/347x500/sm6a7C.jpeg,https://img.itch.zone/aW1hZ2UvNzI2MDA5LzQwMjkwMzcuanBlZw==/347x500/ntPDRX.jpeg,https://img.itch.zone/aW1hZ2UvNzI2MDA5LzQwMjkwMzkuanBlZw==/347x500/n%2BNRw2.jpeg,https://img.itch.zone/aW1hZ2UvNzI2MDA5LzQwMjkwNDEuanBlZw==/347x500/bAlmrz.jpeg,https://img.itch.zone/aW1hZ2UvNzI2MDA5LzQwMjkwNDIuanBlZw==/347x500/XKzr%2FM.jpeg,https://img.itch.zone/aW1hZ2UvNzI2MDA5LzQwMjkwNDMuanBlZw==/347x500/GlTwNQ.jpeg	Experience the ultimate sphere-busting experience in VR	-	1599131400	$9.99	-
https://yetunknown.itch.io/you-are-two	729183	You Are Two	zeu	-	Action	98 MB	blade, energy, fit, light, quest, saber, Virtual Reality (VR), workout	https://img.itch.zone/aW1nLzQwNTA5MDMuanBn/315x250%23c/hTiD5P.jpg,https://img.itch.zone/aW1hZ2UvNzI5MTgzLzQyMDIzMzAuZ2lm/347x500/Ngm4df.gif,https://img.itch.zone/aW1hZ2UvNzI5MTgzLzQyMDIzMzEuZ2lm/347x500/vhrayY.gif,https://img.itch.zone/aW1hZ2UvNzI5MTgzLzQyMDIzMzIuZ2lm/347x500/88RPJZ.gif,https://img.itch.zone/aW1hZ2UvNzI5MTgzLzQyMDIzMjQuanBn/347x500/YeIDga.jpg,https://img.itch.zone/aW1hZ2UvNzI5MTgzLzQyMDIzMjYuanBn/347x500/DROSKv.jpg,https://img.itch.zone/aW1hZ2UvNzI5MTgzLzQyMDIzMjcuanBn/347x500/1gYjTx.jpg	VR game with sabers without beats.	-	1599720840	-	gear,head
https://cumberdale-soft.itch.io/french-experience	784866	French Experience	Cumberdale Soft	-	Interactive Fiction	51 MB	3D, french, Low-poly, Oculus Rift, Singleplayer, Virtual Reality (VR), wonder	https://img.itch.zone/aW1nLzQzOTI2MzcucG5n/315x250%23c/J%2Fbq8%2F.png,https://img.itch.zone/aW1hZ2UvNzg0ODY2LzQzOTI2MzgucG5n/347x500/HjNwmm.png,https://img.itch.zone/aW1hZ2UvNzg0ODY2LzQzOTI2MzkucG5n/347x500/pabtiu.png,https://img.itch.zone/aW1hZ2UvNzg0ODY2LzQzOTI2NDAucG5n/347x500/u7jEjE.png	Your wildest dreams just came true...	-	1602332040	-	gear,head
https://machopandagames.itch.io/runrvr	712203	RunrVR	MachoPandaGames	-	Action	86 MB	Fast-Paced, First-Person, Oculus Quest, Singleplayer, Speedrun, Virtual Reality (VR)	https://img.itch.zone/aW1nLzQwNDY1MzYucG5n/315x250%23c/qS7ylZ.png,https://img.itch.zone/aW1hZ2UvNzEyMjAzLzQwMzExNTUuZ2lm/347x500/IzzC4s.gif,https://img.itch.zone/aW1hZ2UvNzEyMjAzLzQwMzExNTQuZ2lm/347x500/VQxf%2FD.gif,https://img.itch.zone/aW1hZ2UvNzEyMjAzLzQwMzExNTMuZ2lm/347x500/t%2FTYTz.gif	Strive to beat your personal best in this VR Obstacle Course!	-	1597145400	$3.99	-
https://modemfish.itch.io/solbips	714899	Solbips	modemfish	-	Puzzle	276 MB	family-fun, Oculus Quest, Sci-fi, solve, Virtual Reality (VR)	https://img.itch.zone/aW1nLzM5NjIxNjcucG5n/315x250%23c/1M%2BYLk.png,https://img.itch.zone/aW1hZ2UvNzE0ODk5LzM5NjIxODEucG5n/347x500/FJw8Fe.png,https://img.itch.zone/aW1hZ2UvNzE0ODk5LzM5NjIxODIucG5n/347x500/pJ2oY6.png,https://img.itch.zone/aW1hZ2UvNzE0ODk5LzM5NjIxODQucG5n/347x500/ooFVej.png,https://img.itch.zone/aW1hZ2UvNzE0ODk5LzM5NjIxODUucG5n/347x500/4m7k1G.png,https://img.itch.zone/aW1hZ2UvNzE0ODk5LzM5NjIxODYucG5n/347x500/yb1HBM.png,https://img.itch.zone/aW1hZ2UvNzE0ODk5LzM5NjIxODcucG5n/347x500/FeDWLB.png	Oculus Quest : 200 levels of Intergalactic puzzle fun	-	1600067100	-	gear,head,hands
https://screeb.itch.io/scrap-test-area	774837	Scrap : Test Area	Screeb	-	Shooter	81 MB	Virtual Reality (VR)	https://img.itch.zone/aW1nLzQzNTc2NzgucG5n/315x250%23c/tUm0rK.png,https://img.itch.zone/aW1nLzQzNTc2NzgucG5n/347x500/zCDQie.png	Test area for the upcoming VR multiplayer shooter, Scrap.	5.0,2	1601898600	-	gear,head
https://realware-studios.itch.io/vr-prototypes	720633	Vr Prototype  Collection	RealWare Studios	-	-	43 MB	Oculus Rift, Virtual Reality (VR)	https://img.itch.zone/aW1nLzM5OTQ5NTIucG5n/315x250%23c/igE2GY.png,https://img.itch.zone/aW1nLzM5OTQ5NTIucG5n/347x500/QTAscx.png	-	-	1596572580	-	gear,head
https://masta-yoda.itch.io/battle-arena-vr	776497	Battle Arena VR	masta-yoda	-	Shooter	-	deathmatch, FPS, Multiplayer, oculus, Oculus Quest, Oculus Rift, quake, railgun, rocket, Virtual Reality (VR)	https://img.itch.zone/aW1nLzQ2MzAyODkuanBn/315x250%23c/yEhlWK.jpg,https://img.itch.zone/aW1hZ2UvNzc2NDk3LzQ2MzY4MTYuanBn/347x500/s1CeQ%2B.jpg,https://img.itch.zone/aW1hZ2UvNzc2NDk3LzQ2MzY4MTQuanBn/347x500/fRrcKw.jpg,https://img.itch.zone/aW1hZ2UvNzc2NDk3LzQ2MzY4MTcuanBn/347x500/JdeDIE.jpg,https://img.itch.zone/aW1hZ2UvNzc2NDk3LzQ2MzY4MTUuanBn/347x500/wsRGnz.jpg,https://img.itch.zone/aW1hZ2UvNzc2NDk3LzQ2MzY4MTguanBn/347x500/%2FVIEyw.jpg	Challenge your skills to dodge rockets and lasers in a deathmatch battle arena	-	1606417920	-	gear,head,quest2
https://realware-studios.itch.io/quest-test	720527	Quest Test	RealWare Studios	-	-	37 MB	Experimental, Singleplayer, Virtual Reality (VR)	https://img.itch.zone/aW1nLzM5OTQyMTQucG5n/315x250%23c/xaSsWg.png,https://img.itch.zone/aW1nLzM5OTQyMTQucG5n/347x500/HpB%2BBs.png	-	-	1596565260	-	gear,head
https://vr5.itch.io/the-puny-climber	774654	The Puny Climber	VR5	-	Platformer	381 MB	Puzzle-Platformer, Virtual Reality (VR)	https://img.itch.zone/aW1nLzQzMzYxODMucG5n/315x250%23c/TxSaL1.png,https://img.itch.zone/aW1nLzQzMzYxODMucG5n/347x500/%2F8am7s.png	Hands are Feet!	-	1602754980	-	gear,head
https://pushypixels.itch.io/quintessence	717654	Quintessence	PushyPixels	-	Adventure	-	Cyberpunk, index, oculus, Oculus Quest, Oculus Rift, quest, rift, Virtual Reality (VR), vive	https://img.itch.zone/aW1nLzQwMDQzNTAucG5n/315x250%23c/gMk%2FK0.png,https://img.itch.zone/aW1nLzQwMDQzNTAucG5n/347x500/r%2FqWlp.png	A cyberpunk/cyberdelic VR experience	-	1606094160	-	gear,head
https://ebellumat.itch.io/beat-smith	769981	Beat Smith - Air Drumming [Oculus Quest]	Erasmo Bellumat	-	Rhythm	182 MB	First-Person, Music, Oculus Quest, Virtual Reality (VR)	https://img.itch.zone/aW1nLzQzMDgyNTYucG5n/315x250%23c/8ffrNq.png,https://img.itch.zone/aW1hZ2UvNzY5OTgxLzQzMDg0OTQuanBn/347x500/NuYibu.jpg,https://img.itch.zone/aW1hZ2UvNzY5OTgxLzQzMDg0OTMuanBn/347x500/kx%2FObG.jpg,https://img.itch.zone/aW1hZ2UvNzY5OTgxLzQzMDg0OTIuanBn/347x500/fc2cyX.jpg,https://img.itch.zone/aW1hZ2UvNzY5OTgxLzQzMDg0OTUuanBn/347x500/5LH%2By8.jpg	Air Drumming for Oculus Quest	5.0,1	1605544320	-	gear,head
https://wass08.itch.io/zombie-world-vr	711179	Zombie World VR	wass08	-	Adventure	118 MB	3D, Action-Adventure, epic, Oculus Quest, Zombies	https://img.itch.zone/aW1nLzM5Mzc2NTQuanBn/315x250%23c/TRTJF3.jpg,https://img.itch.zone/aW1hZ2UvNzExMTc5LzM5Mzc2NTUuanBn/347x500/%2FVCr2A.jpg,https://img.itch.zone/aW1hZ2UvNzExMTc5LzM5Mzc2NTcuanBn/347x500/lfa9eO.jpg,https://img.itch.zone/aW1hZ2UvNzExMTc5LzM5Mzc2NTkuanBn/347x500/DK0wOK.jpg,https://img.itch.zone/aW1hZ2UvNzExMTc5LzM5Mzc2NjEuanBn/347x500/twEA0z.jpg,https://img.itch.zone/aW1hZ2UvNzExMTc5LzM5Mzc2NjIuanBn/347x500/bgf%2B5b.jpg	An epic adventure to save the world from a zombie pandemic	-	1604760720	-	gear,head
https://pixelfungames.itch.io/futrevo	716519	Futboln Revolution (Oculus Quest)	PixelfunGames	-	Sports	341 MB	foosball, Football, indie, Multiplayer, online, Soccer, social, Virtual Reality (VR)	https://img.itch.zone/aW1nLzM5NzE1MjYuanBn/315x250%23c/rp5fnw.jpg,https://img.itch.zone/aW1hZ2UvNzE2NTE5LzM5NzE1MzIuanBn/347x500/jq7Bis.jpg,https://img.itch.zone/aW1hZ2UvNzE2NTE5LzM5NzE1MzUuanBn/347x500/%2BMB0RV.jpg,https://img.itch.zone/aW1hZ2UvNzE2NTE5LzM5NzE1MzMuanBn/347x500/KytWUN.jpg,https://img.itch.zone/aW1hZ2UvNzE2NTE5LzM5NzE1MzQuanBn/347x500/3pj52W.jpg,https://img.itch.zone/aW1hZ2UvNzE2NTE5LzM5NzE1MzYuanBn/347x500/3vxtgy.jpg	An exclusive VR table football multiplayer game	-	1601540580	7	-
https://cyberdoggo.itch.io/laserblaze	688995	LaserBlaze	CyberDoggo Studios	-	Puzzle	210 MB	3D, First-Person, laser, Oculus Quest, Singleplayer, Virtual Reality (VR)	https://img.itch.zone/aW1nLzM5MzIzNDguZ2lm/315x250%23cm/PzRRvr.gif,https://img.itch.zone/aW1hZ2UvNjg4OTk1LzM5MzIzNjkuanBn/347x500/ge9DRB.jpg,https://img.itch.zone/aW1hZ2UvNjg4OTk1LzM5MzIzNzAuanBn/347x500/aYEyqN.jpg,https://img.itch.zone/aW1hZ2UvNjg4OTk1LzM5MzIzNzEucG5n/347x500/fEI9%2FB.png,https://img.itch.zone/aW1hZ2UvNjg4OTk1LzM5MzIzNzUucG5n/347x500/rXeiHD.png,https://img.itch.zone/aW1hZ2UvNjg4OTk1LzM5MzIzNzMucG5n/347x500/3lkOfP.png,https://img.itch.zone/aW1hZ2UvNjg4OTk1LzM5MzIzNzQucG5n/347x500/JLZOTg.png,https://img.itch.zone/aW1hZ2UvNjg4OTk1LzM5MzIzNzIucG5n/347x500/nHNFip.png	A VR Puzzle game for Oculus Quest	-	1596129960	$10	-
https://mashimobi.itch.io/the-last-place-beta-for-oculus-quest	702778	The last place - Beta for oculus Quest	mashimobi	-	Survival	176 MB	3D, Crafting, Oculus Quest, rust, survival-game, Unity	https://img.itch.zone/aW1nLzM5MzA5OTYuanBn/315x250%23c/UTyN%2Fc.jpg,https://img.itch.zone/aW1hZ2UvNzAyNzc4LzM4ODA1ODcucG5n/347x500/BUzxox.png,https://img.itch.zone/aW1hZ2UvNzAyNzc4LzM4ODA1ODkucG5n/347x500/bWMC1z.png,https://img.itch.zone/aW1hZ2UvNzAyNzc4LzM4ODA1MjUucG5n/347x500/IyYeNj.png,https://img.itch.zone/aW1hZ2UvNzAyNzc4LzM4ODA1OTAucG5n/347x500/PudglF.png,https://img.itch.zone/aW1hZ2UvNzAyNzc4LzM4ODA1MjYucG5n/347x500/FynJu4.png,https://img.itch.zone/aW1hZ2UvNzAyNzc4LzM4ODkxMTAucG5n/347x500/e7zicQ.png,https://img.itch.zone/aW1hZ2UvNzAyNzc4LzM4ODkxMTEucG5n/347x500/Zlo67S.png,https://img.itch.zone/aW1hZ2UvNzAyNzc4LzM4ODkxMTIucG5n/347x500/IXBPLd.png,https://img.itch.zone/aW1hZ2UvNzAyNzc4LzM4ODkxMTYucG5n/347x500/ctqEHj.png	Oculus Quest Game - Open Beta!   Live in the last habitable place on earth	-	1595582880	$6.99	-
https://chalkbites.itch.io/chalkbites-forklift-simulator	713495	Chalkbites: Forklift Simulator	ChalkBites	-	Simulation	39 MB	certification, corporate, Driving, forklift, Oculus Quest, osha, sidequest, Virtual Reality (VR)	https://img.itch.zone/aW1nLzM5NTc2NTUucG5n/315x250%23c/NgNF5i.png,https://img.itch.zone/aW1hZ2UvNzEzNDk1LzM5NTc2OTQucG5n/347x500/psYkRY.png	Everything you need to pass a forklift certification, all in one place.	-	1603738200	$19.95	-
https://popvrgames.itch.io/hotel-horror	707555	Hotel Horror	Real Dragon	-	Survival	542 MB	Horror, Oculus Quest, quest, Virtual Reality (VR)	https://img.itch.zone/aW1nLzM5MTM5NDYuanBn/315x250%23c/fMrmdQ.jpg,https://img.itch.zone/aW1hZ2UvNzA3NTU1LzM5MTM5MzEuanBn/347x500/%2BGcnm7.jpg,https://img.itch.zone/aW1hZ2UvNzA3NTU1LzM5MTM5MzYuanBn/347x500/b3apQl.jpg,https://img.itch.zone/aW1hZ2UvNzA3NTU1LzM5MTM5MzcuanBn/347x500/8%2BiYOx.jpg,https://img.itch.zone/aW1hZ2UvNzA3NTU1LzM5MTM5MzguanBn/347x500/wIbC3P.jpg	VR Horror Experience	-	1595286240	9	-
https://bigplayben.itch.io/cybercade	754947	Cybercade	BigPlayBen	-	Shooter	63 MB	Co-op, dubstep, First-Person, Multiplayer, Neon, Shoot 'Em Up, Virtual Reality (VR)	https://img.itch.zone/aW1nLzQzMjQ3MTAucG5n/315x250%23c/DX85zf.png,https://img.itch.zone/aW1hZ2UvNzU0OTQ3LzQyODAzNjIuanBn/347x500/%2BuBFay.jpg,https://img.itch.zone/aW1hZ2UvNzU0OTQ3LzQyODAzNjMuanBn/347x500/1T5ev0.jpg,https://img.itch.zone/aW1hZ2UvNzU0OTQ3LzQyODIxMTUuanBn/347x500/6apTPg.jpg,https://img.itch.zone/aW1hZ2UvNzU0OTQ3LzQyODIxMTYuanBn/347x500/ThAXrx.jpg	High intensity VR shootouts. Original EDM beats. Play alone or team up online.	5.0,2	1605298620	-	gear,head
https://realitysmash.itch.io/sweet-escape-vr	680042	Sweet Escape VR	realitysmash	-	Racing	1 GB	family, Multiplayer, social	https://img.itch.zone/aW1nLzM3MzYwMjMuanBn/315x250%23c/%2FN9JAA.jpg,https://img.itch.zone/aW1hZ2UvNjgwMDQyLzM3NDI0NTUuanBn/347x500/0fgRSU.jpg,https://img.itch.zone/aW1hZ2UvNjgwMDQyLzM3NDI0NTQuanBn/347x500/lWj1yJ.jpg,https://img.itch.zone/aW1hZ2UvNjgwMDQyLzM3NDI0NTIuanBn/347x500/FxzaP6.jpg,https://img.itch.zone/aW1hZ2UvNjgwMDQyLzM3NDI0NTMuanBn/347x500/l3Jzml.jpg,https://img.itch.zone/aW1hZ2UvNjgwMDQyLzM3NDI0NTguanBn/347x500/F%2BYTmS.jpg,https://img.itch.zone/aW1hZ2UvNjgwMDQyLzM3NDI0NTcuanBn/347x500/VqXCff.jpg	Climb and race against your friends up and down candy landscapes in this wild Virtual Reality experience.	-	1595601060	$9.99	-
https://popvrgames.itch.io/smash-calabaza	707431	Smash Calabaza	Real Dragon	-	Action	638 MB	Oculus Quest, quest, Virtual Reality (VR)	https://img.itch.zone/aW1nLzM5MTMwNjYuanBn/315x250%23c/vuP53q.jpg,https://img.itch.zone/aW1hZ2UvNzA3NDMxLzM5MTMwODkuanBn/347x500/jMhB39.jpg,https://img.itch.zone/aW1hZ2UvNzA3NDMxLzM5MTMwOTEuanBn/347x500/exr0wx.jpg,https://img.itch.zone/aW1hZ2UvNzA3NDMxLzM5MTMwOTAuanBn/347x500/lINEJh.jpg	Smash pumpkins on halloween night	-	1595271360	5	-
https://wenjing.itch.io/talking-hands	704141	Talking Hands	Wenjing	-	Educational	57 MB	hand-tracking, Oculus Quest, sign-language, talking-hands	https://img.itch.zone/aW1nLzM4OTAzNTUuanBn/315x250%23c/CC%2FlVn.jpg,https://img.itch.zone/aW1nLzM4OTAzNTUuanBn/347x500/OVMnU8.jpg	-	-	1594904220	-	gear,head,hands
https://heybishop.itch.io/wandering-moose	764967	Moose on the Loose	HeyBishop	-	Adventure	50 MB	Casual, Low-poly, nature, oculus-go, Singleplayer, Unity, Virtual Reality (VR)	https://img.itch.zone/aW1nLzQyNzk3NTMuanBn/315x250%23c/IIscsI.jpg,https://img.itch.zone/aW1hZ2UvNzY0OTY3LzQyODAyMDIuanBn/347x500/4F39Sx.jpg,https://img.itch.zone/aW1hZ2UvNzY0OTY3LzQyODAxOTkuanBn/347x500/NPdZUM.jpg,https://img.itch.zone/aW1hZ2UvNzY0OTY3LzQyODAyMDEuanBn/347x500/eZ5hCN.jpg	Help Bruce the Moose find his son Zeus, who'ose on the loose.	-	1604113920	-	gear,head
